,Carbohydrate,Energy,Fat,Of which Saturates,Of which Sugars,Protein,Salt,product_name,Calcium,Fibre,Vitamin D,Vitamin B12,Riboflavin,Vitamin C,Thiamin,Of which Polyunsaturated,Sodium,Vitamin E,Iodine,Vitamin B6,Omega 3,Chloride,Vitamin A,Manganese,Vitamin K,Potassium,Iron,Zinc,Niacin,Folic Acid,Pantothenic Acid,Biotin,Magnesium,Selenium,Salt Equivalent,Copper,Polyunsaturates,Of which Polyols,Of which Trans,Of which Starch,Cholesterol
1025,47.1g,249kcal,1.9g,0.9g,2.1g,9.8g,1.02g,No.1 Sourdough Rolls,,2.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,45.1g,273kcal,5.6g,1.2g,4.1g,8.4g,0.9g,Jackson's 4 White Rolls,,4.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,48.8g,256kcal,2.0g,0.7g,3.7g,8.9g,0.98g,Waitrose Submarine Rolls,,3.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,42g,231kcal,3.3g,0.6g,3.9g,4.6g,1.2g,Schär Gluten Free White Ciabatta Rolls,,6.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,30.5g,201kcal,3.9g,0.3g,1.4g,5.7g,1.04g,Waitrose Free From Soft White Rolls,,10.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,35g,224kcal,4.2g,0.4g,2.3g,4.4g,1.0g,Genius Gut Lovin' White Rolls,223mg,15g,,,0.62mg,,0.25mg,,,,,,0mg,,,,,,3.4mg,,2.9mg,68µg,,,,,,,,,,,
1031,32.0g,278kcal,9.2g,2.0g,3.0g,12.6g,0.43g,Waitrose Wholemeal Seeded Rolls,,8.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,41.1g,248kcal,2.9g,0.8g,2.5g,10.6g,0.99g,Essential Wholemeal Baps,,7.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,41.1g,248kcal,2.9g,0.8g,2.5g,10.6g,0.99g,Essential Wholemeal Giant Baps,,7.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,43.8g,274kcal,5.7g,1.9g,3.7g,9.3g,0.78g,Waitrose Assorted Mini Rolls,,4.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,29.0g,244kcal,8.3g,1.0g,1.0g,8.0g,0.71g,Waitrose Free From Seeded Rolls,,10.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,37.1g,276kcal,7.8g,0.9g,4.1g,10.4g,0.68g,Waitrose large mixed rolls,,7.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,36.7g,219kcal,1.7g,0.3g,5.3g,11.2g,0.75g,Waitrose Heyford Rolls,,5.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,46.0g,274kcal,4.8g,0.6g,3.8g,9.0g,0.6g,Jackson's 4 Brown Rolls,,5.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,38g,285kcal,9.4g,1.0g,4.6g,6.8g,0.92g,Schär Gluten Free Brown Ciabatta Rolls,,9.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,50.1g,258kcal,1.2g,0.2g,5.6g,10.1g,0.77g,New York Bakery Co Plain Bagels,,3.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,47.8g,268kcal,2.8g,0.5g,5.6g,10.7g,0.74g,New York Bakery Co sesame bagels,,4.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,49.5g,258kcal,1.3g,0.2g,8.2g,9.9g,0.69g,New York Bakery Co cinnamon & raisin bagels,,4.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,50.1g,259kcal,1.1g,0.2g,7.4g,10.6g,0.78g,New York Bakery Co red onion & chives bagels,,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,44.9g,252kcal,1.9g,0.3g,6.4g,10.7g,0.78g,New York Bakery Co Wholemeal Bagels,,6.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,55.5g,271kcal,1.1g,0.2g,5.5g,11.3g,0.70g,New York Bakery Co. Original Bagel Thins,,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,49.4g,277kcal,3.05g,0.38g,6.24g,10.1g,1.11g,Fitzgeralds Sourdough Bagels,,4.13g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,48.4g,267kcal,3.1g,1.2g,4.6g,10.5g,1.12g,New York Bakery Co Deli Bagels Four Cheese,,2.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,49.0g,270kcal,5.0g,0.8g,6.0g,11.0g,1.2g,Fitzgeralds Multiseed & Cereal Bagel Slims,,7.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,48.2g,249kcal,2.8g,0.4g,4.9g,4.4g,1.1g,New York Bakery Co. Gluten Free Original Bagels,,6.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,44.3g,284kcal,4.9g,0.6g,5.1g,12.1g,0.63g,New York Bakery Co. Soft Seeded Bagel Thins,,7.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,49.6g,276kcal,2.8g,0.3g,5.4g,10.3g,0.80g,New York Bakery Co Deli Bagels Everything,,5.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,50.8g,268kcal,4.5g,0.7g,5.6g,10.9g,0.9g,Fitzgeralds Multiseed & Cereal Bagels,,9.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,52.0g,270kcal,3.1g,0.6g,7.4g,10.9g,0.9g,Fitzgeralds Poppy Seed Bagels,,4.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,50g,270kcal,4.4g,0.4g,1.2g,2.9g,1.1g,Genius Plain Bagels,,8.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,37.7g,278kcal,8.6g,1.2g,3.8g,6.4g,0.9g,New York Bakery Co. Gluten Free Seeded Bagels,,12g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,56g,279kcal,6.5g,0.5g,8.9g,3.2g,0.89g,Genius Cinnamon & Raisin Bagels,,9.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,46.6g,283kcal,4.3g,0.57g,6g,11.8g,1g,Fitzgeralds Ancient Grains Bagels,,5.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,51.4g,276kcal,4.0g,0.7g,7.1g,10.9g,0.9g,Fitzgeralds Sesame Seed Bagels,,4.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,45.2g,252kcal,2.8g,0.9g,3.9g,9.9g,0.98g,Warburtons brown sliced sandwich thins,,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,46.2g,251kcal,2.8g,0.8g,4.0g,9.0g,0.98g,Warburtons soft white sandwich thins,,2.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,24.5g,263kcal,10.2g,1.1g,1.7g,9.3g,1.13g,Waitrose Free From Sandwich Thins,,18.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,38.7g,247kcal,6.3g,0.6g,7.5g,6.0g,0.75g,Warburtons Gluten Free White Thins,640mg,5.5g,,,,,,1.6g,,,,,,,,,,,,,,,,,,,,,,,,,
1063,47.8g,367kcal,14.7g,8.8g,7.5g,10.3g,0.61g,Heston from Waitrose Brioche Burger Buns,,1.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,45.9g,318kcal,10.2g,5.9g,5.7g,9.7g,0.93g,Waitrose rich & buttery burger buns,,1.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,48.8g,366kcal,7.9g,4.0g,2.9g,7.3g,0.90g,The Country Miller 4 Brioche Burger Buns,,2.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,33g,220kcal,6g,0.7g,4.2g,4.6g,1.2g,Genius Brioche Burger Buns,,9.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,47.6g,291kcal,6.9g,3.0g,8.3g,7.9g,0.70g,Make No Bones Vegan Brioche Buns,,3.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,43.6g,306kcal,9.8g,5.7g,5.6g,9.5g,0.90g,Waitrose Rich & Buttery Hot Dog Rolls,,2.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,50.3g,252kcal,1.2g,0.2g,2.3g,8.9g,1.30g,Crosta & Mollica Pane Pugliese,,4.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,56.3g,269kcal,0.7g,0.1g,4.0g,8.9g,0.78g,White Petite Ficelle,,1.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,46.5g,258kcal,3.5g,0.6g,4.2g,8.4g,0.81g,Waitrose Ciabatta Rolls,,3.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,46.5g,258kcal,3.5g,0.6g,4.2g,8.4g,0.81g,Waitrose Half Ciabattas,,3.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,40.9g,260kcal,6.4g,0.9g,4.7g,8.1g,1.10g,Waitrose Mixed Olive Ciabatta,,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,46.5g,258kcal,3.5g,0.6g,4.2g,8.4g,0.81g,Waitrose plain ciabatta,,3.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,42.5g,247kcal,2.0g,0.8g,1.1g,12.8g,1.00g,Sourdough Ciabatta,,3.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,39.7,255kcal,4.2,1.0,2.9,11.3,0.89,Deli Kitchen Greek Style Flatbreads,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,44g,314kcal,10.5g,2.1g,1.1g,7.9g,1.50g,Crosta & Mollica Wholeblend Piadina Italian Flatbreads,,6.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,47g,303kcal,8.6g,1.5g,1.1g,8.1g,1.60g,Crosta & Mollica Piadina Flatbreads,,2.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,47.8g,305kcal,6.8g,0.6g,2.4g,10.4g,0.7g,Deli Kitchen Seeded Folded Flatbreads,,5.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,51.40g,295kcal,5.3g,0.5g,2.8g,8.5g,0.88g,Deli Kitchen Plain Folded Flatbreads,,4.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,49g,312kcal,8.7g,1.4g,1.2g,8.4g,1.80g,Crosta & Mollica Mini Piadina,,2.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,47.0g,327kcal,9.5g,0.8g,2.4g,10.0g,0.84g,Deli Kitchen Wholemeal Folded Flatbread,,6.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,44.1g,272kcal,5.5g,0.9g,3.6g,10.0g,0.83g,Deli Kitchen Sliced Focaccia,,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,46.8g,289kcal,5.8g,0.9g,3.4g,10.8g,0.90g,Waitrose Rosemary & Rock Salt Focaccia,,3.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,45.4g,276kcal,4.7g,0.8g,3.8g,11.3g,0.83g,Waitrose 4 panini,,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,38g,215kcal,4.9g,1.9g,1.1g,1.4g,0.9g,BFree 2 Panini Rolls,,2.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,56.4g,403kcal,17.7g,3.6g,37.9g,4.2g,0.43g,Waitrose coffee & walnut cake,,0.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,61.7g,443kcal,19.3g,6.2g,41.6g,4.6g,0.26g,Waitrose Fruit Cake,,2.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,56.1g,387kcal,15.8g,3.1g,34.4g,4.1g,0.50g,Waitrose Lemon Drizzle Cake,,2.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,52.6g,410kcal,20.2g,7.8g,32.3g,3.9g,0.33g,Waitrose Victoria sponge cake,,0.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,68.9g,347kcal,6.1g,3.6g,47.4g,3.3g,0.62g,Waitrose Raspberry Swiss Roll,,1.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,54.4g,419kcal,20.6g,9.7g,33.8g,3.7g,0.29g,No.1 Victoria Sponge,,0.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,47.6g,386kcal,19.3g,3.6g,28.8g,4.2g,0.47g,Waitrose carrot cake,,2.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,61.7g,368kcal,11.2g,7.3g,45.0g,4.3g,0.57g,Waitrose Chocolate Swiss Roll,,1.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,51.9g,393kcal,17.9g,4.6g,29.7g,5.0g,0.34g,Waitrose Belgian chocolate cake,,2.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,57.5g,402kcal,17.6g,4.6g,37.1g,3.1g,0.38g,No.1 Lemon & Lime Drizzle Cake,,0.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,50.4g,411kcal,20.6g,6.2g,30.6g,5.0g,0.45g,No.1 Chocolate Indulgent Cake,,2.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,64.2g,360kcal,9.2g,5.8g,47.9g,3.9g,0.58g,Waitrose Lemon Swiss Roll,,2.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,54.1g,459kcal,24.9g,6.7g,35.5g,3.8g,0.48g,No. 1 Coffee & Caramel Cake,,1.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,51.1g,419kcal,21.8g,5.3g,28.0g,4.1g,0.38g,Waitrose salted caramel cake,,0.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,56.0g,390kcal,16.7g,4.9g,35.6g,3.4g,0.35g,No.1 Apple & Rhubarb Crumble Cake,,1.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,55.9g,415kcal,19.4g,6.9g,34.0g,3.9g,0.33g,No.1 Strawberry & Clotted Cream Cake,,0.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,51.8g,371kcal,16.1g,2.5g,31.7g,3.5g,0.43g,No.1 Carrot & Passionfruit Cake,,2.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,61.4g,413kcal,17.2g,5.4g,44.6g,2.5g,0.20g,"No.1 Pear, Ginger & Blond White Chocolate Cake",,1.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,60.6g,430kcal,19.2g,5.3g,37.8g,3.5g,0.38g,Waitrose vanilla butterfly cakes,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,64.2g,364kcal,10.7g,2.0g,51.3g,2.3g,0.48g,6 Tea Time Fairy Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,50.3g,407kcal,21.1g,4.8g,37.3g,3.8g,0.37g,Essential Iced Fairy Cakes,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,59.1g,449kcal,21.5g,8.4g,44.8g,3.8g,0.33g,Waitrose chocolate cupcakes,,2.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,51.8g,414kcal,20.2g,1.8g,30.5g,5.3g,0.49g,Essential Plain Fairy Cakes,,1.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,55.8g,457kcal,24.1g,9.3g,40.8g,4.1g,0.33g,Waitrose Coffee & Walnut Mini Cupcakes,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,53.4g,461kcal,25.4g,9.5g,38.6g,4.2g,0.43g,Waitrose Chocolate Mini Cupcakes,,1.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,55.8g,440kcal,22.6g,9.3g,40.9g,3.2g,0.26g,Waitrose Lemon & Lime Cupcakes,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,58.3g,437kcal,21.1g,7.4g,40.6g,3.1g,0.42g,4 Buttercream Topped Cupcakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,55.3g,447kcal,23.5g,9.1g,39.0g,3.5g,0.28g,Waitrose Mini Cupcake Collection,,<0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,60.5g,394kcal,14.9g,3.7g,45.1g,3.8g,0.40g,6 Chocolate Fairy Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,61.7g,463kcal,22.7g,5.9g,37.1g,2.3g,0.63g,Waitrose Mini Caramel Cupcakes,,1.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,52.0g,447kcal,23.6g,5.7g,36.2g,5.3g,0.24g,Gluten-Free Chocolate & Hazelnut Cupcake,,2.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,68.0g,381kcal,10.7g,1.7g,51.1g,2.8g,0.44g,Woodland Friends Cupcakes,,0.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,55.1g,454kcal,23.2g,4.8g,34.9g,5.2g,0.37g,Waitrose Mini Choc & Hazelnut Cupcakes,,2.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,57.4g,444kcal,22.0g,8.5g,41.4g,3.9g,0.30g,Waitrose Unicorn cupcakes,,<0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,72.9g,399kcal,10.0g,4.0g,61.5g,3.8g,0.38g,Mr Kipling mini battenbergs,,1.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,45g,459kcal,28g,16g,24g,6.9g,0.92g,Bonne Maman 7 Madeleine Cakes,,1.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,47g,458kcal,27g,16g,31g,6.1g,0.66g,Bonne Maman 7 Madeleine Cakes with Milk Chocolate,,1.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,70.2g,382kcal,9.9g,4.3g,57.5g,2.7g,0.51g,Mr Kipling French fancies,,0.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,68.3g,466kcal,20.1g,6.5g,41.6g,2.5g,0.20g,Waitrose Free From 4 Cherry Bakewells,,0.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,45g,402kcal,22g,13g,25g,5.6g,1.4g,Bonne Maman 7 Madeleines with Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,50g,382kcal,17g,6.8g,30g,5.9g,1.2g,Bonne Maman 7 Madeleines Blueberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,39.9g,1639kJ,23.9g,2.3g,26.3g,4.3g,0.11g,Guilty Bakery Raspberry Crumb Cake,,0.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,53.7g,391kcal,17.3g,3.3g,27.5g,4.8g,0.33g,Waitrose Delicious & Zingy Lemon Loaf Cake,,0.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,51.9g,401kcal,18.8g,1.7g,27.5g,5.2g,0.33g,Waitrose Sticky & Rich Date & Walnut Loaf,,1.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,50.1g,336kcal,13.1g,1.2g,25.9g,4.1g,0.68g,Waitrose Delicious & Sticky Banana Loaf Cake,,0.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,49.2g,410kcal,21.1g,13.4g,22.5g,5.4g,0.40g,Waitrose Golden & Buttery Madeira Loaf Cake,,0.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,56.8g,342kcal,9.9g,5.9g,48.4g,4.5g,0.50g,Waitrose fruit cake,,3.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,65.9g,380kcal,10.4g,2.6g,53.9g,5.1g,0.36g,Mr Kipling Battenberg,,1.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,60.7g,362kcal,11.7g,5.4g,42.3g,2.8g,0.23g,Waitrose Cherry Madeira Cake,,1.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,57.9g,380kcal,13.8g,5.6g,47.9g,4.5g,0.45g,Waitrose genoa cake,,3.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,63.1g,362kcal,10.4g,3.2g,37.6g,3.7g,0.61g,McVitie's Jamaica ginger cake,,1.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,59.5g,326kcal,5.5g,0.9g,19.5g,8.1g,0.6g,Soreen 5 Lunchbox Loaves Banana,,4.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,64.0g,428kcal,18.0g,1.8g,33.0g,3.8g,1.1g,Mrs Crimble's Jammy Lunchbox Loaf Cakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,54.9g,355kcal,13.2g,4.5g,23.3g,3.4g,0.31g,Mr Kipling bramley apple pies,,1.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,62.9g,423kcal,17.1g,7.1g,37.9g,3.7g,0.37g,Mr Kipling cherry bakewells,,1.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,51.7g,474kcal,26.3g,13.1g,36.9g,7.2g,0.30g,Waitrose 4 Almond Frangipane Tarts,,1.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,69.9g,414kcal,12.8g,6.7g,41.9g,3.6g,0.12g,Essential Jam Tarts,,2.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,34.7g,260kcal,11.2g,5.6g,19.9g,4.3g,0.35g,Pastel de Nata Blueberry Portuguese Custard Tart,,1.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,55.4g,529kcal,32.5g,16.7g,25.0g,3.0g,0.02g,Waitrose vanilla Viennese swirls,,1.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,59.0g,379kcal,13.9g,4.8g,25.5g,3.6g,0.19g,Mr Kipling Mini Fruit Pie Selection,,1.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,64.8g,424kcal,16.5g,9.8g,37.8g,3.2g,0.33g,Waitrose Blackcurrant Tarts 4s,,1.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,64.9g,444kcal,18.3g,7.5g,33.0g,4.2g,0.31g,Mr Kipling Mini Bakewell Selection,,1.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,59.4g,445kcal,20.4g,10.6g,38.7g,4.7g,0.39g,Waitrose Chocolate Mini Rolls,,2.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,57.2g,484kcal,25.6g,16.1g,42.4g,5.4g,0.61g,Waitrose Millionaire Bites,,1.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,57.4g,455kcal,21.6g,12.2g,27.6g,5.9g,0.57g,Waitrose Mini Flapjack Bites,,3.9g,,,,,,1.6g,,,,,,,,,,,,,,,,,,,,,,,,,
1152,57.6g,476kcal,24.3g,10.4g,41.3g,5.2g,0.11g,Waitrose Chocolate Brownies,,3.1g,,,,,,2.9g,,,,,,,,,,,,,,,,,,,,,,,,,
1153,59.0g,506kcal,27.1g,17.2g,40.5g,5.2g,0.35g,Waitrose Rocky Road Bites,,2.4g,,,,,,1.5g,,,,,,,,,,,,,,,,,,,,,,,,,
1154,69.7g,463kcal,16.8g,10.2g,34.3g,7.3g,0.51g,Waitrose Mini Cornflake Cluster Bites,,2.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,66.1g,519kcal,26.2g,13.9g,45.2g,4.5g,0.36g,Waitrose Mini Millionaire Crispy Bites,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,57.9g,501kcal,27.1g,14.5g,34.6g,5.1g,0.32g,Waitrose chocolate tiffin,,2.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,53.7g,448kcal,22.9g,20.3g,39.6g,3.7g,<0.1g,Mrs Crimble's large choc macaroons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,54.3g,461kcal,23.2g,9.2g,32.9g,7.2g,0.23g,Waitrose Mini Granola Bites,,3.0g,,,,,,3.8g,,,,,,,,,,,,,,,,,,,,,,,,,
1159,41g,442kcal,29g,3.5g,18g,5.9g,0.38g,Dina Handmade Baklawa Selection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,56.4g,442kcal,21.3g,19.8g,41.0g,3.8g,<0.1g,Mrs Crimble's Big Coconut Macaroons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,53g,496kcal,29g,16.5g,33.9g,5.0g,0.69g,Thorntons Mini Caramel Shortcakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,48.7,486kcal,28.7,11.5,26.5,8.1,0.46,Dina 12 Luxury Baklawa Selection,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,55.7g,424kcal,19.1g,9.6g,45.4g,6.1g,0.53g,Thorntons Mini Chocolate Fudge Brownies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,54.5g,423kcal,19.7g,10.6g,42.7g,5.8g,0.62g,Thorntons Billionaire Brownie Fingers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,58.6g,312kcal,3.0g,0.8g,20.7g,9.5g,0.5g,Soreen The Original Malt Loaf,,4.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,50.5g,435kcal,23.0g,11.3g,42.4g,4.8g,0.68g,Cadbury Mini Rolls Milk Chocolate,,2.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,59.2g,414kcal,17.6g,7.9g,36.5g,4.1g,0.44g,Mr Kipling bakewell slices,,1.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,54.0g,410kcal,18.5g,5.6g,30.2g,6.1g,0.24g,Mr Kipling almond slices,,1.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,56.3g,436kcal,20.4g,13.6g,39.8g,5.3g,0.47g,Essential Chocolate Covered Mini Rolls,,3.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,56.8g,413kcal,17.4g,3.3g,36.9g,5.8g,0.24g,Essential 5 Brownie Bars,,2.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,57.5g,299kcal,2.3g,0.5g,20.2g,9.6g,0.54g,Soreen 5 Lunchbox Loaves,,5.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,56.7g,400kcal,17.1g,3.1g,36.0g,4.0g,0.43g,Mr Kipling country slices,,1.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
